No,Template Name,Category,Keywords,Layout Spec,Typography,Color Palette,Best For,ReportLab Notes,Source Image
153,Government Green Annual Report Cover,Report,"government report cover, public sector annual report, NGO report, vertical year numeral, quarter-circle motif",White header band with left crest/flag logo and right org logo; large bold two-line title with a rotated year running vertically along the right margin; full-bleed architecture photo in the lower two-thirds; layered green quarter-circle shapes bottom-left as a recurring corner motif,Bold rounded-sans display headline ~48pt tight leading; medium sans subtitle; small caps agency name; vertical rotated year numeral,"Forest green #0F6B4C, white, warm wood-tone photography, small tricolor flag accent","Government/public-sector annual report, institutional or NGO report cover",Vertical rotated year via canvas.rotate(90) + drawString; quarter-circle motif via multiple overlapping canvas.wedge calls; header band as a separate Frame with two logo Images aligned left/right via a Table,d91834c80ba01278122eb4e6a2050698.jpg
154,Leaf-Swirl ESG Report Cover,Report,"ESG report cover, sustainability annual report, leaf swirl photo mask, bilingual corporate cover, green gradient","Portrait cover: top bilingual logo/name block, large year + report title mid-page, organic leaf-swirl curved photo frame holding four building/nature images across the bottom two-thirds.","Bold bilingual serif/sans title, small caps stock-code line, large numeral for report year.","Emerald Green #1E7A46, Sky Blue gradient #A8D8F0, White #FFFFFF, Dark text #1A1A1A",ESG/sustainability annual report covers for listed companies,Organic leaf-swirl photo masks require a PIL-generated bezier clip path composited then placed as an Image; sky gradient background via canvas linearGradient; bilingual stacked Paragraph header block.,e3f6abb7b1bf8398566fa00db37c6aa0.jpg
155,Letterform Photo-Mosaic School Report,Report,"annual report, school report, letterform mask, photo collage, impact stats","Cover: oversized single letter mascot silhouette filled with photo collage on white; interior spreads: full-color photo bleeding across the spread with a small inset photo-mosaic block containing a bold % stat, narrow caption column, closing financial spread with bar-style budget list","Bold condensed sans headline caps, small sans caption blocks, huge bold stat numerals overlaid on photos","White #FFFFFF, forest green #1F5C3F, gold/yellow #F2B705, black #111111, full-color photography","school/nonprofit annual reports, photo-driven impact reports",Letter-shaped photo mask via an imported/traced SVG clipping Path; full-bleed spread Images spanning verso/recto Frames with semi-opaque stat block rect (canvas alpha) over the photo; budget list as right-aligned Table with a green highlight row.,a728de0948a853da4ba73a2bac1cf02d.jpg
156,Mustard Sectioned Company Profile,Report,"company profile, mustard yellow, scallop quarter-circle motif, culture and values report, stat pages",Bifold spreads alternating pale-cream stat/list pages with mustard-gradient title pages carrying oversized two-line bold headline bottom-left and quarter-circle scallop shapes top-right as recurring decorative motif; photo insets on culture/history pages,"Heavy grotesque bold headline (36-44pt, two lines, tight leading); light sans body 8-9pt; small uppercase eyebrow labels","Mustard/gold #E8A93C to pale yellow #F3D98B gradient, off-white #F5F3EC, near-black #1A1A1A headings, charcoal body","Company profile PDF, culture/values report, pitch-deck-style corporate brochure",Gradient page bg via stepped rect fills or PIL-generated gradient image; scallop/quarter-circle shapes via canvas.wedge; separate onPage callbacks per PageTemplate for pale vs mustard pages; large title Paragraph leading=0.9*fontsize,325b416f3859cfd307de360db69c4f81.jpg
157,Navy Blue Annual Report Deck,Report,"annual report, corporate performance report, TOC with dotted leaders, team grid, stat bars","Bifold spreads; cover has a circular photo cutout with a color wave underline and stacked bold title; interior TOC with numbered circle chips, color-block header bands, 2-column body, icon-bulleted stat/percentage bars, team-photo grid",Bold sans display headers; numbered TOC list with leader dots; small caps section labels; bold data callouts,"Navy #16375C to teal #1D7A9C gradient, white, light grey #EDEDED, black text","Annual report, corporate performance report PDF",TOC as 2-col Table (label+number) with dotted LINEBELOW; header band as colored rect drawn in onPage before Frame content; horizontal bar data via reportlab.graphics.charts.barcharts.HorizontalBarChart; circular photo crop via clipping path,76f44deff7465691a4b5dbe76f3be302.jpg
158,Navy Circle-Motif School Annual Report,Report,"school annual report, nonprofit report, circle motif, donut chart, faculty photo grid","Cover uses a large offset circular photo crop with a navy quarter-circle overlay and shield logo; interior includes TOC/quote pages with oversized quote marks, donut-chart stat pages, faculty photo-grid pages, and a recurring circular corner motif",Bold large sans display title; serif-like quote-mark accent; small caps stat labels; medium sans body,"Navy #1E3A6E to cornflower #4A7FD6, white, light grey #EEF1F5","School, university, or nonprofit annual report",Circular crop via clipping path; donut/ring charts via reportlab.graphics.charts.piecharts.Pie with innerRadius set for a ring; recurring corner circle motif drawn once per onPage callback for brand consistency,b09ad0203be2155b045d541b84d8417c.jpg
159,Navy Corporate Annual Report,Report,"annual report, insurance, corporate, navy blue, infographic charts, cover set, 22-page spreads","Cover uses radial-gradient navy background with large bold headline block; interior spreads alternate full-navy sections and white content panels in 2- and 3-column grids with photo blocks, donut/bar charts, a world map infographic, numbered icon lists, and headshot grids.","Bold sans display headline 36-54pt with a mint accent word, small-caps section eyebrows, and light/gray body sans at 9-10pt on navy or white.","#1B2A6B navy (primary/background), #4FD1A5 mint (accent/highlight), #FFFFFF white (content bg), #F2F3F6 light gray (panel), #B9BEC7 chart gray (data)","insurance/financial annual reports, corporate brochures, investor decks","BaseDocTemplate with alternating full-bleed navy canvas.Rect band vs white Frame page templates; cover radial gradient simulated with layered translucent canvas.circle draws; donut/bar charts via reportlab.graphics.charts (Pie, VerticalBarChart); stat rows via TableStyle with mint LINEBELOW and HRFlowable dividers under section headers; Helvetica Neue Bold headlines, Helvetica Neue Light body.",31f60fbbdb82b6f8c381b2e1b71374c1.jpg
160,Olive & Espresso NGO Activity Report Deck,Report,"annual report, NGO impact report, KPI cards, colored tag pills, testimonial card, 16:9 slide grid","Multi-page 16:9 report deck alternating cream and dark-espresso backgrounds: cover with stacked title + colorful keyword pills; content pages use icon+stat cards, 3-column photo/action cards, oversized percentage KPI blocks with colored label tags, and pull-quote testimonial panels; consistent 'n/10' footer.",Bold condensed all-caps sans display title (2-3 line stack); heavy sans section headers; rounded sans body; oversized bold numerals for KPI stats.,"#AEB93E olive-green bg, #2E1F19 espresso-brown panel, #F5F1E4 cream card, #F0728A coral tag, #F2E14D yellow tag, #5CB6E8 sky-blue tag","Nonprofit/association annual activity reports, impact reports, program summary decks.","Define per-archetype Platypus PageTemplates (cover, stat-grid, testimonial) each with its own Frame set; render color tag pills as small rounded Table cells with per-cell backColor; build KPI blocks as a 2-col Table (big Paragraph number + label) using TableStyle ROUNDEDCORNERS; draw the 'n/10' page counter in an onPage callback.",fcbfd049406cecfec89770235c89cb2a.jpg
161,Photo-Mosaic Silhouette Annual Report Cover,Report,"annual report cover, photo mosaic, silhouette, institute report, minimal white","Minimal white cover: centered logo lockup in top third; below, two facing head silhouettes filled with a 4-column x 8-row grid of full-bleed photographic tiles reaching the page edge","Small-caps serif eyebrow line, sans-serif report title and year, navy logotype","White #FFFFFF, deep navy logo text #1F3864, multicolor photo mosaic tiles (varied)","nonprofit/institute annual reports, conceptual photo-mosaic covers",Pre-composite the mosaic-in-silhouette in an image editor and place as one full-bleed Image (simplest); or build a clipping Path (reportlab.graphics.shapes) matching the silhouette and tile Image flowables inside it programmatically; keep title block on a plain white Frame above.,398fe6e829608e43e402f77153e39c97.jpg
162,Purple-Teal KPI Dashboard Report,Report,"KPI dashboard, analytics report, data visualization, business intelligence, chart grid","Portrait pages, one dashboard per page, each with a bold title bar and a 2x2 grid of chart panels (donut, gauge, bar, line, status-count icons) in thin gray-bordered cards on white, with a soft teal blob accent on the cover.","Bold Helvetica Neue Bold dashboard titles ~20-22pt in deep purple, small sans chart labels 7-8pt, large bold teal/purple numeric callouts.","#4A2E8C deep purple, #1FA5A0 teal, #FFFFFF white cards, #F2F2F2 light gray border, #E86A9C pink accent","internal KPI/ops reports, SaaS analytics reports, board/exec dashboard summaries","Each dashboard page as a 2x2 grid of Table cells, each holding a reportlab.graphics.charts object (Pie for donut/gauge, VerticalBarChart, HorizontalLineChart); TableStyle with 0.5pt light-gray box borders; recolor slices/bars to purple/teal/pink via chart.slices[i].fillColor.",f23ab81f32ef789d7ae96ae4cecbcfc3.jpg
163,Red Accent Corporate Annual Report,Report,"corporate brochure, annual report, red accent, TOC with QR, team grid, timeline","A4 portrait spreads alternating a full red-block or photo left page with a white right page carrying red circular icon bullets; includes a TOC with a red QR box, a 3-across circular-photo team grid, a red horizontal timeline band, and a two-column case-study spread.","Bold black sans section titles, small red small-caps eyebrow labels, numbered red icon bullets, light sans two-column justified body.","#D32029 brand red, #FFFFFF white, #F2F2F2 light grey panel, #2B2B2B charcoal text","Corporate annual reports, company profile brochures, investor decks",Alternate two PageTemplates (image-left/text-right and text-left/image-right) driven by a spread counter; TOC as a Table with red leader-dot rows and right-aligned page numbers; icon bullets as small Drawing(Circle) placed in a Table cell before each Paragraph; 2pt red HRFlowable under headers; team grid as a 3-column Table with circularly-clipped Image cells.,600a0c4ab28aa0df6b8ba70363ff9e64.jpg
164,Royal Navy CSR Impact Report,Report,"CSR report, sustainability report, navy blue, dot texture cover, KPI donut charts, impact highlights","Cover: full navy with subtle dot-grid texture, centered white title + large year numeral, small footer logo; spreads: navy sidebar or full-bleed photo left page, white 2-col body right page, KPI stat rows with donut chart, bar-chart footer band, world map outlook page","Light-weight sans headline in white/navy, bold colored subheads, small 9-10pt sans body, large bold stat numerals","Royal navy #1B2A6B, white #FFFFFF, sky blue accent #4A8FD1, light gray #E7EAF0, data-viz teal #2FA6A6",corporate ESG/CSR and sustainability annual reports,Dot-grid cover via looped small Circle draws in canvas; donut chart via reportlab.graphics.charts.piecharts.Pie with innerRadiusFraction; bar chart via VerticalBarChart; TOC as 2-col Table with right-aligned page numbers; KPI row as 4-col Table with bold numeral ParagraphStyle.,5c20eb5eebfe2c2080590abd3b5f8854.jpg
165,Spark Creative Annual Report,Report,"annual report, corporate red, two-page spreads, SWOT, financial tables, timeline","A4 landscape facing-page spreads with a consistent 2-column grid; each spread opens with a red diagonal-cropped photo panel in one corner, section title top-left, body/stat blocks fill the remaining columns, gray page-number footer band on every page.","Bold condensed sans section titles (Montserrat/Poppins Bold) 22-28pt, sans body 9-10pt, small tracked-caps labels for footers and table headers.","#E4372B primary red, #FFFFFF page white, #1A1A1A body text, #F2F2F2 panel gray, #22262B dark accent","Corporate/agency annual reports, company profile decks, business proposal packs.","BaseDocTemplate with a PageTemplate defining two side-by-side Frames per spread; onPage callback draws the red diagonal polygon behind an Image via canvas.beginPath/lineTo/clip; stat grids and SWOT quadrant built as nested Table objects with red-header TableStyle (BACKGROUND, TEXTCOLOR, GRID); HRFlowable thin red rule under each H2 Paragraph.",3f98d09d2575d7ebb629e34796bcb6d9.jpg
166,Black & Yellow Personal Portfolio Deck,Resume/CV,"personal portfolio, resume deck, sidebar navigation, photographer designer self-promo, 16:9 slide resume",16:9 slide pages with fixed left sidebar (~20% width: circular photo + yellow vertical nav list) and right content area with oversized bold display headline plus grid of portfolio thumbnails; vertical icon rail on far right edge,Ultra-bold condensed impact-style display sans for names/section titles; small bold uppercase nav labels; minimal body copy,"Mustard yellow #F5A623/#F2B84B, charcoal/near-black #1E1E1E, light grey #E8E8E8, white","Personal resume/portfolio PDF, photographer or designer self-promo deck",Sidebar via Table with fixed narrow first column and yellow rect background; circular headshot via canvas clip path + drawImage; portfolio grid via Table of Image flowables with 8pt cell padding; icon rail as vertical Table of small icon Images,347515240288d70d5e0ebacdc9e43f3c.jpg
167,Sidebar-Nav Personal Portfolio/Resume Deck,Resume/CV,"resume presentation, personal branding deck, yellow black sidebar, portfolio grid, testimonial slides","16:9 slides with fixed left yellow sidebar-nav column (icons) and photo strip; right content area with stat grid, portfolio thumbnail grid, testimonial cards, contact page.","Bold black display headline, yellow-highlighted subtitle, small caps vertical nav labels.","Yellow #F5A623, Black #1A1A1A, Gray #B3B3B3, White #FFFFFF","Personal portfolio/resume decks for designers and photographers, self-promo PDFs",Fixed-width sidebar Frame reused via a custom PageTemplate; 2x2 stat Table with black boxes and yellow numerals; portfolio thumbnail Table grid with Image cells; consistent header/footer via onPage callback.,ae39204fa9c63eaa4c56de3c8f4f3840.png
168,Chemical Sustainability Whitepaper,Whitepaper,"corporate whitepaper, industry report, sustainability, chemical manufacturing, blue diagonal cover","Portrait report with a diagonal-cut photographic cover, a TOC page, 2-column body pages mixing pull quotes, icon-stat rows and donut/bar charts, and full-bleed navy photo dividers between chapters.","Bold Helvetica Neue Bold chapter titles 24-32pt, light sans 2-column body 10pt, small blue uppercase kicker section labels.","#2745A8 corporate blue, #E9EEF9 pale blue tint, #FFFFFF white, #16213E navy divider pages",corporate sustainability/annual reports and industry whitepapers,"BaseDocTemplate with distinct PageTemplates per section type (cover, TOC, 2-col body, full-bleed divider); diagonal photo cover via canvas.beginPath/clip; donut charts with reportlab.graphics.charts.piecharts.Pie and wedge gaps; template auto-switches at chapter start pages.",b9e34a44f660cead8ad71ee710fd46a7.jpg
169,Numbered-Section Landscape Whitepaper,Whitepaper,"landscape whitepaper, numbered sections, orange accent, charts, mockup spread","Landscape spreads: left page big numeral + heading + photo, right page bullet list or bar/donut chart in orange highlight box; consistent eyebrow label top-left, page number bottom-right.","Bold sans section headers, orange badge for numerals, thin body sans, small caps eyebrow labels.","White #FFFFFF, Orange #E8912D, Dark Gray #333333, Light Gray #F2F2F2","Corporate/research whitepapers, thought-leadership documents with data charts",landscape pagesize; two-Frame page split; reportlab.graphics.charts (bar/pie) for data visuals; colored rounded-rect numeral badge; consistent onPage header/footer callback for eyebrow + page number.,2cbc9d3a683fb7bb29811f3353d6c601.jpg
